0, 0, 0, 0, 0, 0, 68, 956, 0, 0, 0, 0, 0, 0, 8, 1016, 0, 0, 0, 0, 0, 0, 1, 1023
0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 0, 539, 485, 0, 0, 0, 0, 0, 0, 417, 607, 0, 0, 0, 0, 0, 0, 364, 660
0, 71, 291, 178, 26, 437, 21, 0, 2, 127, 335, 75, 28, 434, 23, 0, 55, 353, 120, 21, 27, 442, 6, 0
0, 0, 0, 0, 246, 778, 0, 0, 0, 0, 0, 0, 86, 938, 0, 0, 0, 0, 0, 0, 121, 903, 0, 0
0, 0, 11, 410, 596, 7, 0, 0, 0, 0, 2, 245, 744, 33, 0, 0, 0, 0, 2, 275, 721, 26, 0, 0
0, 146, 498, 343, 37, 0, 0, 0, 0, 33, 406, 522, 40, 23, 0, 0, 0, 43, 426, 494, 36, 25, 0, 0
0, 13, 18, 1, 0, 0, 0, 0, 0, 2, 26, 4, 0, 0, 0, 0, 0, 11, 18, 3, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 25, 999, 0, 0, 0, 0, 0, 0, 1, 1023, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 14, 238, 772, 0, 0, 0, 0, 0, 20, 217, 787, 0, 0, 0, 0, 0, 26, 233, 765
0, 35, 281, 420, 108, 180, 0, 0, 3, 94, 427, 261, 61, 178, 0, 0, 49, 360, 336, 62, 62, 155, 0, 0
0, 0, 0, 0, 159, 865, 0, 0, 0, 0, 0, 0, 107, 917, 0, 0, 0, 0, 0, 0, 175, 849, 0, 0
0, 0, 10, 307, 681, 26, 0, 0, 0, 0, 4, 216, 707, 97, 0, 0, 0, 0, 9, 278, 698, 39, 0, 0
5, 147, 467, 360, 45, 0, 0, 0, 0, 69, 368, 507, 64, 16, 0, 0, 6, 113, 386, 449, 55, 15, 0, 0
0, 19, 13, 0, 0, 0, 0, 0, 0, 8, 20, 4, 0, 0, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 11, 1013, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 0, 1, 1023, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 1, 5, 11, 18, 300, 689, 0, 0, 1, 5, 15, 15, 168, 820, 0, 0, 2, 5, 22, 7, 196, 792
0, 40, 315, 496, 164, 9, 0, 0, 2, 123, 487, 367, 44, 1, 0, 0, 96, 382, 480, 60, 6, 0, 0, 0
0, 1, 32, 43, 301, 647, 0, 0, 0, 16, 28, 36, 182, 762, 0, 0, 14, 21, 23, 25, 323, 618, 0, 0
0, 0, 5, 358, 637, 24, 0, 0, 0, 0, 3, 215, 709, 97, 0, 0, 0, 0, 5, 317, 686, 16, 0, 0
2, 145, 513, 326, 38, 0, 0, 0, 0, 59, 422, 467, 68, 8, 0, 0, 0, 88, 452, 420, 56, 8, 0, 0
0, 18, 14, 0, 0, 0, 0, 0, 0, 10, 16, 6, 0, 0, 0, 0, 1, 14, 14, 3, 0, 0, 0, 0
