0, 0, 0, 0, 183, 841, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 601, 423
0, 6, 172, 68, 317, 451, 10, 0, 0, 0, 81, 151, 355, 59, 378, 0, 15, 309, 264, 34, 16, 15, 189, 182
0, 0, 0, 11, 732, 281, 0, 0, 0, 0, 0, 79, 863, 82, 0, 0, 0, 340, 654, 30, 0, 0, 0, 0
0, 18, 392, 337, 161, 105, 11, 0, 0, 1, 99, 557, 296, 70, 1, 0, 374, 607, 43, 0, 0, 0, 0, 0
3, 90, 666, 254, 9, 2, 0, 0, 0, 20, 301, 657, 43, 3, 0, 0, 455, 550, 19, 0, 0, 0, 0, 0
6, 96, 580, 331, 9, 2, 0, 0, 0, 25, 235, 650, 109, 5, 0, 0, 405, 587, 30, 2, 0, 0, 0, 0
1, 28, 200, 316, 215, 219, 45, 0, 1, 20, 93, 436, 381, 93, 0, 0, 151, 370, 238, 214, 51, 0, 0, 0
0, 0, 3, 8, 93, 314, 94, 0, 0, 1, 5, 41, 263, 201, 1, 0, 1, 4, 65, 325, 117, 0, 0, 0
0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 290, 734
0, 0, 73, 70, 277, 593, 11, 0, 0, 0, 30, 106, 309, 30, 549, 0, 1, 204, 234, 18, 13, 14, 187, 353
0, 0, 0, 6, 593, 381, 44, 0, 0, 0, 0, 69, 776, 168, 11, 0, 0, 232, 666, 112, 14, 0, 0, 0
0, 9, 252, 431, 221, 99, 12, 0, 0, 0, 75, 518, 370, 59, 2, 0, 288, 651, 79, 3, 3, 0, 0, 0
0, 47, 619, 318, 27, 12, 1, 0, 0, 7, 210, 724, 67, 15, 1, 0, 419, 564, 35, 6, 0, 0, 0, 0
17, 116, 558, 322, 10, 1, 0, 0, 6, 33, 246, 637, 98, 4, 0, 0, 459, 540, 23, 2, 0, 0, 0, 0
6, 76, 367, 374, 125, 72, 4, 0, 1, 27, 213, 574, 196, 13, 0, 0, 233, 554, 180, 56, 1, 0, 0, 0
0, 9, 78, 166, 140, 111, 8, 0, 0, 6, 41, 162, 250, 53, 0, 0, 41, 205, 157, 102, 7, 0, 0, 0
0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 112, 912
0, 0, 0, 1, 155, 775, 93, 0, 0, 0, 0, 1, 198, 39, 786, 0, 0, 41, 158, 20, 17, 20, 216, 552
0, 0, 0, 13, 623, 372, 16, 0, 0, 0, 3, 81, 814, 126, 0, 0, 0, 242, 684, 97, 1, 0, 0, 0
0, 5, 54, 268, 220, 169, 165, 143, 2, 7, 44, 293, 338, 220, 100, 20, 71, 367, 154, 181, 144, 76, 24, 7
27, 32, 227, 362, 108, 80, 115, 73, 41, 17, 82, 469, 183, 120, 101, 11, 195, 453, 121, 84, 100, 66, 5, 0
1, 66, 478, 428, 43, 6, 2, 0, 0, 11, 221, 584, 193, 12, 3, 0, 343, 604, 75, 2, 0, 0, 0, 0
34, 161, 435, 244, 59, 64, 27, 0, 10, 106, 268, 456, 136, 47, 1, 0, 339, 474, 128, 67, 16, 0, 0, 0
0, 8, 49, 160, 133, 101, 61, 0, 0, 1, 26, 145, 202, 124, 14, 0, 43, 171, 140, 116, 42, 0, 0, 0
0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 144, 880
0, 0, 0, 0, 89, 745, 190, 0, 0, 0, 0, 0, 136, 28, 860, 0, 0, 1, 115, 33, 11, 14, 193, 657
0, 0, 0, 6, 552, 439, 27, 0, 0, 0, 0, 70, 769, 185, 0, 0, 0, 164, 698, 161, 1, 0, 0, 0
0, 0, 67, 353, 341, 173, 83, 7, 0, 0, 39, 419, 413, 137, 16, 0, 165, 560, 199, 66, 33, 1, 0, 0
0, 7, 57, 175, 128, 190, 281, 186, 0, 4, 33, 219, 240, 254, 227, 47, 47, 194, 168, 208, 278, 106, 23, 0
1, 15, 248, 565, 162, 30, 3, 0, 0, 5, 88, 551, 343, 35, 2, 0, 226, 612, 162, 24, 0, 0, 0, 0
48, 151, 478, 250, 56, 30, 11, 0, 8, 102, 292, 480, 107, 34, 1, 0, 377, 505, 99, 34, 9, 0, 0, 0
0, 6, 77, 201, 117, 60, 43, 8, 0, 5, 49, 169, 187, 69, 33, 0, 54, 208, 147, 53, 46, 4, 0, 0
0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 72, 952
0, 0, 0, 0, 40, 752, 232, 0, 0, 0, 0, 0, 63, 25, 936, 0, 0, 2, 34, 29, 19, 14, 271, 655
0, 0, 0, 8, 508, 467, 41, 0, 0, 0, 1, 78, 779, 166, 0, 0, 0, 135, 670, 219, 0, 0, 0, 0
0, 15, 317, 426, 195, 65, 6, 0, 0, 0, 124, 563, 304, 31, 2, 0, 218, 667, 114, 23, 2, 0, 0, 0
0, 1, 10, 98, 198, 191, 321, 205, 1, 4, 29, 151, 248, 327, 155, 109, 18, 50, 189, 270, 315, 104, 77, 1
2, 12, 163, 502, 287, 49, 9, 0, 0, 7, 63, 436, 462, 50, 6, 0, 101, 440, 232, 156, 95, 0, 0, 0
13, 100, 400, 419, 72, 16, 4, 0, 1, 36, 225, 572, 172, 17, 1, 0, 307, 566, 129, 18, 4, 0, 0, 0
0, 0, 9, 24, 30, 69, 299, 81, 0, 2, 8, 24, 48, 216, 214, 0, 7, 27, 35, 80, 293, 70, 0, 0
0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 198, 826
0, 0, 0, 0, 0, 758, 266, 0, 0, 0, 0, 0, 4, 9, 1011, 0, 0, 0, 0, 6, 7, 6, 411, 594
0, 0, 0, 0, 378, 593, 53, 0, 0, 0, 0, 58, 739, 221, 6, 0, 0, 35, 661, 311, 12, 5, 0, 0
0, 3, 350, 422, 161, 85, 3, 0, 0, 0, 89, 656, 251, 28, 0, 0, 192, 685, 125, 22, 0, 0, 0, 0
0, 0, 2, 132, 347, 282, 226, 35, 0, 0, 7, 155, 550, 237, 74, 1, 2, 48, 296, 388, 257, 33, 0, 0
0, 0, 16, 228, 553, 173, 54, 0, 0, 0, 19, 158, 696, 143, 8, 0, 17, 114, 176, 282, 399, 36, 0, 0
1, 38, 220, 433, 198, 100, 33, 1, 0, 24, 162, 460, 290, 86, 2, 0, 182, 505, 218, 96, 23, 0, 0, 0
0, 2, 7, 40, 181, 118, 124, 40, 1, 5, 25, 173, 117, 107, 84, 0, 10, 40, 195, 126, 104, 37, 0, 0
0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 326, 698
0, 0, 0, 0, 0, 931, 93, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 679, 345
0, 0, 0, 4, 321, 537, 162, 0, 0, 0, 0, 42, 678, 243, 61, 0, 0, 45, 555, 330, 25, 19, 50, 0
0, 7, 242, 441, 217, 115, 2, 0, 0, 0, 99, 563, 323, 39, 0, 0, 218, 626, 142, 38, 0, 0, 0, 0
0, 0, 0, 79, 387, 280, 248, 30, 0, 0, 2, 157, 536, 271, 55, 3, 0, 16, 359, 353, 274, 22, 0, 0
0, 0, 3, 131, 602, 148, 135, 5, 0, 0, 5, 27, 732, 239, 21, 0, 0, 0, 47, 138, 676, 163, 0, 0
