0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 0, 32, 992, 0, 0, 0, 0, 0, 0, 2, 1022, 0, 0, 0, 0, 0, 0, 0, 1024
0, 3, 84, 758, 109, 16, 30, 24, 0, 2, 24, 417, 497, 24, 19, 41, 3, 13, 65, 491, 368, 23, 17, 44
87, 227, 403, 289, 18, 0, 0, 0, 46, 166, 363, 390, 56, 3, 0, 0, 281, 408, 276, 59, 0, 0, 0, 0
304, 410, 214, 89, 7, 0, 0, 0, 176, 423, 267, 135, 22, 1, 0, 0, 673, 288, 61, 2, 0, 0, 0, 0
551, 246, 145, 71, 11, 0, 0, 0, 384, 348, 152, 103, 36, 1, 0, 0, 780, 179, 62, 3, 0, 0, 0, 0
541, 307, 124, 50, 2, 0, 0, 0, 416, 350, 168, 77, 13, 0, 0, 0, 818, 162, 42, 2, 0, 0, 0, 0
631, 228, 104, 56, 5, 0, 0, 0, 519, 279, 134, 76, 15, 1, 0, 0, 816, 141, 64, 3, 0, 0, 0, 0
810, 139, 46, 26, 3, 0, 0, 0, 714, 201, 63, 30, 14, 2, 0, 0, 913, 81, 28, 2, 0, 0, 0, 0
453, 259, 207, 84, 21, 0, 0, 0, 364, 289, 215, 113, 41, 2, 0, 0, 684, 254, 77, 9, 0, 0, 0, 0
355, 223, 247, 152, 45, 2, 0, 0, 289, 230, 225, 209, 63, 8, 0, 0, 599, 289, 114, 22, 0, 0, 0, 0
682, 199, 96, 41, 6, 0, 0, 0, 597, 239, 119, 47, 21, 1, 0, 0, 839, 142, 40, 3, 0, 0, 0, 0
692, 191, 96, 41, 4, 0, 0, 0, 572, 271, 105, 62, 12, 2, 0, 0, 855, 118, 43, 8, 0, 0, 0, 0
415, 264, 186, 138, 21, 0, 0, 0, 337, 263, 201, 180, 40, 3, 0, 0, 702, 248, 69, 5, 0, 0, 0, 0
470, 207, 128, 90, 63, 41, 22, 3, 416, 224, 144, 131, 77, 29, 3, 0, 715, 199, 75, 28, 7, 0, 0, 0
3, 15, 36, 82, 111, 114, 46, 9, 1, 11, 31, 75, 167, 112, 19, 0, 83, 115, 140, 60, 17, 1, 0, 0
0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 0, 8, 1016, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 42, 187, 516, 158, 30, 25, 66, 0, 19, 99, 395, 344, 65, 24, 78, 25, 104, 195, 344, 218, 42, 18, 78
196, 236, 372, 215, 5, 0, 0, 0, 121, 229, 310, 333, 31, 0, 0, 0, 393, 416, 196, 19, 0, 0, 0, 0
293, 373, 257, 100, 1, 0, 0, 0, 193, 384, 275, 161, 11, 0, 0, 0, 606, 363, 55, 0, 0, 0, 0, 0
317, 330, 253, 113, 10, 1, 0, 0, 199, 337, 299, 164, 23, 2, 0, 0, 635, 299, 84, 6, 0, 0, 0, 0
449, 294, 206, 70, 5, 0, 0, 0, 342, 314, 233, 116, 19, 0, 0, 0, 728, 225, 67, 4, 0, 0, 0, 0
619, 211, 129, 56, 9, 0, 0, 0, 485, 288, 151, 76, 22, 2, 0, 0, 800, 168, 46, 10, 0, 0, 0, 0
734, 167, 76, 35, 11, 1, 0, 0, 629, 228, 96, 45, 23, 3, 0, 0, 861, 112, 40, 11, 0, 0, 0, 0
750, 135, 89, 41, 8, 1, 0, 0, 664, 188, 89, 62, 17, 4, 0, 0, 869, 99, 47, 9, 0, 0, 0, 0
725, 125, 100, 62, 11, 1, 0, 0, 653, 163, 102, 77, 27, 2, 0, 0, 846, 122, 52, 4, 0, 0, 0, 0
760, 128, 68, 41, 20, 6, 1, 0, 684, 186, 83, 42, 25, 4, 0, 0, 867, 103, 44, 10, 0, 0, 0, 0
991, 31, 2, 0, 0, 0, 0, 0, 889, 132, 3, 0, 0, 0, 0, 0, 1012, 11, 1, 0, 0, 0, 0, 0
899, 95, 22, 8, 0, 0, 0, 0, 807, 174, 32, 9, 2, 0, 0, 0, 963, 53, 7, 1, 0, 0, 0, 0
267, 66, 116, 257, 257, 59, 2, 0, 238, 74, 76, 205, 291, 130, 9, 1, 513, 326, 156, 26, 3, 0, 0, 0
0, 6, 36, 128, 156, 83, 7, 0, 0, 1, 21, 88, 158, 123, 23, 2, 92, 153, 131, 35, 5, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 1, 0, 2, 4, 1017, 0, 0, 0, 0, 1, 1, 4, 1018, 0, 0, 0, 0, 1, 1, 5, 1017
8, 27, 227, 624, 98, 23, 8, 9, 2, 20, 56, 554, 329, 37, 16, 10, 28, 59, 185, 484, 223, 23, 12, 10
125, 278, 421, 159, 39, 2, 0, 0, 63, 255, 345, 302, 44, 15, 0, 0, 380, 385, 208, 44, 7, 0, 0, 0
298, 351, 296, 77, 2, 0, 0, 0, 181, 349, 325, 157, 12, 0, 0, 0, 601, 354, 66, 3, 0, 0, 0, 0
613, 291, 105, 15, 0, 0, 0, 0, 479, 346, 169, 30, 0, 0, 0, 0, 821, 182, 20, 1, 0, 0, 0, 0
837, 154, 25, 7, 1, 0, 0, 0, 736, 235, 41, 10, 2, 0, 0, 0, 941, 73, 9, 1, 0, 0, 0, 0
876, 96, 39, 11, 2, 0, 0, 0, 838, 116, 49, 15, 6, 0, 0, 0, 940, 60, 20, 4, 0, 0, 0, 0
941, 64, 17, 0, 2, 0, 0, 0, 908, 84, 28, 2, 2, 0, 0, 0, 978, 41, 3, 2, 0, 0, 0, 0
