0, 0, 0, 0, 0, 1, 1023, 0, 0, 0, 0, 0, 0, 0, 776, 248, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 1, 6, 8, 9, 956, 44, 0, 0, 0, 2, 5, 10, 70, 937, 0, 0, 0, 0, 1, 5, 10, 1008
56, 624, 167, 44, 25, 22, 75, 11, 13, 545, 253, 63, 25, 22, 25, 78, 0, 277, 472, 89, 38, 25, 21, 102
39, 228, 319, 240, 166, 32, 0, 0, 18, 154, 329, 275, 185, 62, 1, 0, 4, 69, 270, 295, 218, 146, 22, 0
123, 264, 235, 205, 149, 47, 1, 0, 73, 252, 246, 219, 136, 95, 3, 0, 34, 196, 249, 233, 156, 104, 52, 0
179, 358, 234, 128, 95, 30, 0, 0, 131, 352, 253, 145, 99, 43, 1, 0, 57, 323, 280, 171, 112, 68, 13, 0
258, 390, 178, 116, 69, 13, 0, 0, 167, 428, 195, 125, 78, 29, 2, 0, 76, 420, 235, 146, 85, 55, 7, 0
5, 4, 2, 8, 226, 779, 0, 0, 3, 4, 3, 3, 12, 996, 3, 0, 0, 5, 4, 2, 8, 26, 979, 0
0, 0, 0, 0, 0, 0, 1016, 8, 0, 0, 0, 0, 0, 0, 454, 570, 0, 0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 0, 522, 502, 0, 0, 0, 0, 0, 0, 3, 1021, 0, 0, 0, 0, 0, 0, 0, 1024
37, 359, 209, 39, 17, 18, 269, 76, 16, 272, 287, 57, 19, 20, 14, 339, 2, 100, 406, 98, 34, 14, 20, 350
27, 209, 377, 223, 133, 52, 3, 0, 19, 138, 395, 242, 155, 67, 8, 0, 2, 52, 285, 328, 198, 118, 38, 3
50, 144, 235, 230, 204, 156, 5, 0, 35, 107, 214, 226, 209, 206, 27, 0, 10, 59, 166, 216, 228, 192, 149, 4
191, 284, 249, 149, 89, 54, 8, 0, 128, 287, 266, 173, 92, 65, 13, 0, 59, 256, 275, 209, 114, 70, 38, 3
